outlet_id,region,outlet_size,population_density,number_of_skus_sold,average_household_income
outlet_code_3777,western,391,3663,49,170448
outlet_code_3778,western,1505,2811,48,155526
outlet_code_3779,western,1224,2248,38,127408
outlet_code_3780,western,714,1228,20,76408
outlet_code_3781,western,1473,2746,47,152277
outlet_code_3782,outstation,258,114,13,64483
outlet_code_3783,outstation,224,106,11,55979
outlet_code_3784,outstation,312,128,16,78080
outlet_code_3785,outstation,1167,256,15,73326
outlet_code_3786,outstation,941,229,12,62060
outlet_code_3787,outstation,1206,261,15,75296
outlet_code_3788,outstation,1161,255,15,73049
outlet_code_3789,outstation,1282,270,16,79107
outlet_code_3790,outstation,725,203,10,51253
outlet_code_3791,upcountry,1592,439,28,56767
outlet_code_3792,upcountry,1111,391,18,42335
outlet_code_3793,western,399,3778,50,174268
outlet_code_3794,western,823,1446,24,87309
outlet_code_3795,outstation,3963,398,20,99077
outlet_code_3796,outstation,3146,357,16,78651
outlet_code_3797,outstation,2783,339,14,69585
outlet_code_3798,outstation,2172,309,11,54288
outlet_code_3799,outstation,253,113,13,63336
outlet_code_3800,outstation,314,129,16,78550
outlet_code_3801,outstation,286,121,14,71492
outlet_code_3802,outstation,278,119,14,69383
outlet_code_3803,outstation,1386,282,17,84292
outlet_code_3804,outstation,1588,307,19,94397
outlet_code_3805,outstation,739,205,10,51929
outlet_code_3806,outstation,1636,312,19,96817
outlet_code_3807,outstation,1653,314,20,97668
outlet_code_3808,outstation,892,223,12,59622
outlet_code_3809,outstation,1390,283,17,84500
outlet_code_3810,upcountry,222,322,12,33298
outlet_code_3811,upcountry,776,358,12,32282
outlet_code_3812,upcountry,1260,406,21,46794
outlet_code_3813,upcountry,1075,388,18,41250
outlet_code_3814,western,372,3386,46,161203
outlet_code_3815,western,284,2061,33,117045
outlet_code_3816,western,210,946,21,79859
outlet_code_3817,western,377,3462,47,163719
outlet_code_3818,western,327,2700,39,138329
outlet_code_3819,western,749,1297,22,79852
outlet_code_3820,western,1135,2070,35,118503
outlet_code_3821,western,866,1533,26,91646
outlet_code_3822,western,714,1228,20,76406
outlet_code_3823,outstation,3405,370,17,85130
outlet_code_3824,outstation,2751,338,14,68783
outlet_code_3825,outstation,372,143,19,92889
outlet_code_3826,outstation,317,129,16,79322
outlet_code_3827,outstation,376,144,19,93894
outlet_code_3828,outstation,243,111,12,60825
outlet_code_3829,outstation,1490,295,18,89491
outlet_code_3830,outstation,1649,314,19,97435
outlet_code_3831,outstation,1158,255,15,72901
outlet_code_3832,outstation,1678,317,20,98897
outlet_code_3833,outstation,1636,312,19,96819
outlet_code_3834,outstation,884,222,12,59197
outlet_code_3835,outstation,767,208,11,53331
outlet_code_3836,outstation,1264,268,16,78202
outlet_code_3837,upcountry,340,440,20,50941
outlet_code_3838,upcountry,1647,445,29,58411
outlet_code_3839,upcountry,752,355,11,31548
outlet_code_3840,upcountry,740,354,11,31191
outlet_code_3841,upcountry,1444,424,25,52320
outlet_code_3842,upcountry,1395,420,24,50864
outlet_code_3843,upcountry,1037,384,17,40120
outlet_code_3844,western,3088,3975,42,129377
outlet_code_3845,western,2975,3749,39,123727
outlet_code_3846,western,3690,5181,54,159516
outlet_code_3847,western,3211,4222,44,135561
outlet_code_3848,western,298,2275,35,124171
outlet_code_3849,western,388,3615,48,168827
outlet_code_3850,western,729,1258,21,77904
outlet_code_3851,western,1073,1947,33,112326
outlet_code_3852,western,1480,2760,47,153005
outlet_code_3853,western,1371,2542,43,142090
outlet_code_3854,outstation,3707,385,19,92681
outlet_code_3855,outstation,2461,323,12,61534
outlet_code_3856,outstation,316,129,16,78897
outlet_code_3857,outstation,237,109,12,59166
outlet_code_3858,outstation,216,104,11,54108
outlet_code_3859,outstation,785,210,11,54253
outlet_code_3860,outstation,1063,244,14,68171
outlet_code_3861,outstation,1544,301,18,92186
outlet_code_3862,outstation,1437,288,17,86862
outlet_code_3863,outstation,796,212,11,54801
outlet_code_3864,outstation,849,218,11,57445
outlet_code_3865,outstation,847,218,11,57351
outlet_code_3866,outstation,1672,317,20,98618
outlet_code_3867,outstation,953,230,13,62640
outlet_code_3868,upcountry,2742,524,19,41133
outlet_code_3869,upcountry,856,366,13,34683
outlet_code_3870,upcountry,1024,382,16,39717
outlet_code_3871,western,327,2700,39,138319
outlet_code_3872,western,259,1682,29,104404
outlet_code_3873,western,378,3474,47,164144
outlet_code_3874,western,1012,1824,31,106183
outlet_code_3875,western,1299,2398,41,134917
outlet_code_3876,western,1484,2767,47,153373
outlet_code_3877,western,833,1465,25,88270
outlet_code_3878,western,994,1788,30,104402
outlet_code_3879,western,953,1706,29,100308
outlet_code_3880,outstation,338,134,17,84456
outlet_code_3881,outstation,224,106,11,56120
outlet_code_3882,outstation,265,116,13,66316
outlet_code_3883,outstation,1491,295,18,89530
outlet_code_3884,outstation,1608,309,19,95423
outlet_code_3885,outstation,1000,236,13,65022
outlet_code_3886,upcountry,1664,446,29,58934
outlet_code_3887,upcountry,861,366,13,34841
outlet_code_3888,western,311,2468,37,130589
outlet_code_3889,western,812,1424,24,86194
outlet_code_3890,western,1365,2530,43,141479
outlet_code_3891,western,1141,2081,35,119053
outlet_code_3892,outstation,3514,376,18,87860
outlet_code_3893,outstation,390,147,19,97432
outlet_code_3894,outstation,314,128,16,78443
outlet_code_3895,outstation,284,121,14,70974
outlet_code_3896,outstation,358,139,18,89489
outlet_code_3897,outstation,1135,252,14,71739
outlet_code_3898,outstation,1544,301,18,92218
outlet_code_3899,outstation,954,230,13,62701
outlet_code_3900,outstation,809,213,11,55432
outlet_code_3901,outstation,738,205,10,51891
outlet_code_3902,outstation,1083,246,14,69167
outlet_code_3903,outstation,757,207,11,52853
outlet_code_3904,upcountry,2682,518,19,40227
outlet_code_3905,upcountry,1320,412,22,48605
outlet_code_3906,western,2062,1923,21,78078
outlet_code_3907,western,2387,2575,28,94366
outlet_code_3908,western,913,1626,27,96292
outlet_code_3909,western,812,1424,24,86187
outlet_code_3910,western,1552,2904,50,160186
outlet_code_3911,western,1405,2609,45,145460
outlet_code_3912,outstation,3891,395,19,97277
outlet_code_3913,outstation,2727,336,14,68163
outlet_code_3914,outstation,336,134,17,84059
outlet_code_3915,outstation,355,139,18,88779
outlet_code_3916,outstation,200,100,10,50117
outlet_code_3917,outstation,221,105,11,55250
outlet_code_3918,outstation,1144,253,14,72178
outlet_code_3919,outstation,1069,244,14,68441
outlet_code_3920,outstation,823,215,11,56161
outlet_code_3921,upcountry,2018,452,10,30267
outlet_code_3922,upcountry,712,351,10,30351
outlet_code_3923,upcountry,835,364,13,34054
outlet_code_3924,upcountry,1685,448,30,59544
outlet_code_3925,western,3024,3848,40,126193
outlet_code_3926,western,931,1662,28,98109
outlet_code_3927,western,743,1286,22,79314
outlet_code_3928,western,943,1686,29,99308
outlet_code_3929,western,760,1321,22,81046
outlet_code_3930,western,730,1260,21,78021
outlet_code_3931,western,1188,2177,37,123825
outlet_code_3932,outstation,3373,369,17,84330
outlet_code_3933,outstation,2798,340,14,69946
outlet_code_3934,outstation,2729,336,14,68220
outlet_code_3935,outstation,3296,365,16,82395
outlet_code_3936,outstation,341,135,17,85216
outlet_code_3937,outstation,239,110,12,59629
outlet_code_3938,outstation,216,104,11,54086
outlet_code_3939,outstation,367,142,18,91867
outlet_code_3940,outstation,1454,291,18,87712
outlet_code_3941,outstation,760,207,11,53018
outlet_code_3942,outstation,1623,311,19,96160
outlet_code_3943,outstation,742,205,10,52100
outlet_code_3944,outstation,1014,238,13,65699
outlet_code_3945,upcountry,391,491,24,58666
outlet_code_3946,upcountry,273,373,15,40937
outlet_code_3947,upcountry,1402,420,24,51059
outlet_code_3948,upcountry,1412,421,24,51356
outlet_code_3949,western,3643,5086,53,157159
outlet_code_3950,western,220,1104,23,85120
outlet_code_3951,western,221,1117,23,85570
outlet_code_3952,western,1609,3018,52,165880
outlet_code_3953,western,767,1334,22,81678
outlet_code_3954,western,837,1475,25,88749
outlet_code_3955,western,708,1217,20,75835
outlet_code_3956,outstation,3694,385,18,92354
outlet_code_3957,outstation,371,143,19,92828
outlet_code_3958,outstation,352,138,18,87880
outlet_code_3959,outstation,207,102,10,51769
outlet_code_3960,outstation,1393,283,17,84632
outlet_code_3961,outstation,898,224,12,59880
outlet_code_3962,outstation,1327,275,16,81372
outlet_code_3963,outstation,1211,261,15,75527
outlet_code_3964,outstation,1471,292,18,88537
outlet_code_3965,outstation,1294,271,16,79710
outlet_code_3966,outstation,1672,317,20,98577
outlet_code_3967,outstation,1013,238,13,65627
outlet_code_3968,outstation,921,226,12,61038
outlet_code_3969,outstation,1101,248,14,70039
outlet_code_3970,outstation,1658,315,20,97897
outlet_code_3971,outstation,1528,299,18,91402
outlet_code_3972,upcountry,836,364,13,34077
outlet_code_3973,upcountry,1129,393,19,42881
outlet_code_3974,western,3766,5333,55,163321
outlet_code_3975,western,3311,4422,46,140558
outlet_code_3976,western,2053,1905,21,77627
outlet_code_3977,western,354,3117,43,152237
outlet_code_3978,western,236,1344,25,93123
outlet_code_3979,western,1259,2319,40,130932
outlet_code_3980,western,1219,2237,38,126870
outlet_code_3981,western,934,1669,28,98439
outlet_code_3982,outstation,2270,314,11,56756
outlet_code_3983,outstation,3152,358,16,78803
outlet_code_3984,outstation,375,144,19,93676
outlet_code_3985,outstation,351,138,18,87736
outlet_code_3986,outstation,262,115,13,65395
outlet_code_3987,outstation,329,132,16,82289
outlet_code_3988,outstation,1086,246,14,69318
outlet_code_3989,outstation,946,229,12,62290
outlet_code_3990,outstation,1236,264,15,76790
outlet_code_3991,outstation,1643,313,19,97153
outlet_code_3992,outstation,1072,245,14,68580
outlet_code_3993,outstation,1010,237,13,65483
outlet_code_3994,upcountry,3247,575,26,48705
outlet_code_3995,upcountry,1502,430,26,54065
outlet_code_3996,western,2939,3679,39,121968
outlet_code_3997,western,335,2829,40,142649
outlet_code_3998,western,221,1121,23,85708
outlet_code_3999,western,266,1787,30,107894
outlet_code_4000,western,835,1469,25,88453
outlet_code_4001,western,1517,2834,49,156685
outlet_code_4002,outstation,3460,373,17,86501
outlet_code_4003,outstation,3552,378,18,88799
outlet_code_4004,outstation,3143,357,16,78585
outlet_code_4005,outstation,2002,300,10,50058
outlet_code_4006,outstation,274,118,14,68382
outlet_code_4007,outstation,314,129,16,78514
outlet_code_4008,outstation,318,130,16,79500
outlet_code_4009,outstation,309,127,15,77366
outlet_code_4010,outstation,812,213,11,55581
outlet_code_4011,outstation,1321,275,16,81061
outlet_code_4012,outstation,1537,300,18,91860
outlet_code_4013,outstation,1446,289,17,87287
outlet_code_4014,outstation,1378,281,17,83914
outlet_code_4015,outstation,879,222,12,58968
outlet_code_4016,outstation,1176,257,15,73816
outlet_code_4017,upcountry,1182,398,20,44461
outlet_code_4018,upcountry,1196,400,20,44889
outlet_code_4019,western,226,1193,24,88103
outlet_code_4020,western,341,2915,41,145504
outlet_code_4021,western,1687,3173,55,173670
outlet_code_4022,western,774,1349,23,82439
outlet_code_4023,western,926,1653,28,97648
outlet_code_4024,outstation,3237,362,16,80934
outlet_code_4025,outstation,3133,357,16,78319
outlet_code_4026,outstation,255,114,13,63844
outlet_code_4027,outstation,342,136,17,85615
outlet_code_4028,outstation,733,204,10,51674
outlet_code_4029,outstation,1693,319,20,99627
outlet_code_4030,upcountry,3428,593,28,51426
outlet_code_4031,upcountry,3283,578,26,49249
outlet_code_4032,upcountry,2961,546,22,44411
outlet_code_4033,upcountry,1350,415,23,49496
outlet_code_4034,western,3212,4224,44,135589
outlet_code_4035,western,3090,3980,42,129509
outlet_code_4036,western,1614,3028,52,166414
outlet_code_4037,western,820,1440,24,87015
outlet_code_4038,western,982,1763,30,103158
outlet_code_4039,western,1368,2537,43,141836
outlet_code_4040,outstation,3645,382,18,91114
outlet_code_4041,outstation,2043,302,10,51087
outlet_code_4042,outstation,305,126,15,76178
outlet_code_4043,outstation,1495,295,18,89748
outlet_code_4044,outstation,990,235,13,64523
outlet_code_4045,outstation,1279,269,16,78927
outlet_code_4046,outstation,744,205,10,52178
outlet_code_4047,outstation,1185,258,15,74237
outlet_code_4048,outstation,1365,280,17,83253
outlet_code_4049,outstation,889,223,12,59458
outlet_code_4050,outstation,748,206,10,52396
outlet_code_4051,outstation,1186,258,15,74309
outlet_code_4052,upcountry,2989,549,22,44839
outlet_code_4053,upcountry,1373,417,23,50201
outlet_code_4054,upcountry,1196,400,20,44873
outlet_code_4055,western,2806,3412,36,115304
outlet_code_4056,western,399,3785,50,174489
outlet_code_4057,western,252,1576,28,100866
outlet_code_4058,western,271,1867,31,110577
outlet_code_4059,western,1500,2800,48,155022
outlet_code_4060,outstation,3986,399,20,99655
outlet_code_4061,outstation,2717,336,14,67929
outlet_code_4062,outstation,288,122,14,71944
outlet_code_4063,outstation,206,102,10,51588
outlet_code_4064,outstation,361,140,18,90239
outlet_code_4065,outstation,214,103,11,53416
outlet_code_4066,outstation,230,108,12,57512
outlet_code_4067,outstation,1258,267,16,77907
outlet_code_4068,outstation,1228,263,15,76422
outlet_code_4069,outstation,833,216,11,56669
outlet_code_4070,outstation,1547,302,18,92360
outlet_code_4071,upcountry,366,466,22,54875
outlet_code_4072,upcountry,1345,415,23,49360
outlet_code_4073,upcountry,1016,382,16,39491
outlet_code_4074,western,208,913,21,78773
outlet_code_4075,western,208,914,21,78795
outlet_code_4076,western,318,2563,38,133763
outlet_code_4077,western,1102,2003,34,115153
outlet_code_4078,western,1431,2662,46,148115
outlet_code_4079,outstation,2817,341,14,70426
outlet_code_4080,outstation,240,110,12,59884
outlet_code_4081,outstation,342,136,17,85591
outlet_code_4082,outstation,1666,316,20,98322
outlet_code_4083,outstation,1152,254,15,72613
outlet_code_4084,outstation,1077,245,14,68839
outlet_code_4085,outstation,1631,312,19,96568
outlet_code_4086,outstation,1264,268,16,78199
outlet_code_4087,outstation,1284,270,16,79208
outlet_code_4088,upcountry,235,335,13,35224
outlet_code_4089,upcountry,795,359,12,32847
outlet_code_4090,upcountry,967,377,15,38015
outlet_code_4091,upcountry,1610,441,28,57302
outlet_code_4092,upcountry,718,352,10,30553
outlet_code_4093,western,2984,3769,40,124218
outlet_code_4094,western,3557,4913,51,152827
outlet_code_4095,western,230,1245,24,89818
outlet_code_4096,western,325,2681,39,137706
outlet_code_4097,western,1399,2598,44,144885
outlet_code_4098,western,1345,2490,43,139506
outlet_code_4099,western,1318,2436,42,136800
outlet_code_4100,outstation,3608,380,18,90207
outlet_code_4101,outstation,3456,373,17,86399
outlet_code_4102,outstation,1596,308,19,94803
outlet_code_4103,outstation,1429,287,17,86425
outlet_code_4104,outstation,1333,276,16,81662
outlet_code_4105,outstation,1239,265,15,76930
outlet_code_4106,upcountry,256,356,14,38474
outlet_code_4107,upcountry,1459,426,25,52757
outlet_code_4108,upcountry,1358,416,23,49748
outlet_code_4109,western,2720,3240,34,111000
outlet_code_4110,western,313,2496,37,131549
outlet_code_4111,western,240,1404,26,95128
outlet_code_4112,western,397,3749,49,173290
outlet_code_4113,western,276,1933,31,112779
outlet_code_4114,western,301,2315,35,125506
outlet_code_4115,western,1643,3086,53,169280
outlet_code_4116,western,729,1257,21,77866
outlet_code_4117,western,1345,2490,43,139497
outlet_code_4118,western,765,1330,22,81493
outlet_code_4119,western,1091,1982,34,114079
outlet_code_4120,outstation,3805,390,19,95124
outlet_code_4121,outstation,2318,316,12,57949
outlet_code_4122,outstation,2357,318,12,58920
outlet_code_4123,outstation,261,115,13,65219
outlet_code_4124,outstation,320,130,16,80001
outlet_code_4125,upcountry,865,366,13,34947
outlet_code_4126,upcountry,910,371,14,36286
outlet_code_4127,upcountry,1389,419,24,50666
outlet_code_4128,western,200,803,20,75096
outlet_code_4129,western,850,1500,25,90018
outlet_code_4130,western,1585,2969,51,163462
outlet_code_4131,western,958,1716,29,100820
outlet_code_4132,western,1347,2494,43,139688
outlet_code_4133,western,1165,2129,36,121451
outlet_code_4134,western,1145,2089,36,119467
outlet_code_4135,western,843,1487,25,89333
outlet_code_4136,western,1512,2823,48,156172
outlet_code_4137,outstation,215,104,11,53781
outlet_code_4138,outstation,379,145,19,94677
outlet_code_4139,outstation,1388,283,17,84397
outlet_code_4140,outstation,1440,289,17,87023
outlet_code_4141,outstation,879,222,12,58964
outlet_code_4142,outstation,1629,311,19,96454
outlet_code_4143,outstation,1267,268,16,78336
outlet_code_4144,outstation,760,207,11,53003
outlet_code_4145,outstation,1626,311,19,96300
outlet_code_4146,outstation,1371,281,17,83570
outlet_code_4147,outstation,1572,305,19,93589
outlet_code_4148,upcountry,339,439,20,50786
outlet_code_4149,upcountry,1193,399,20,44793
outlet_code_4150,upcountry,1383,418,24,50489
outlet_code_4151,western,3627,5053,53,156335
outlet_code_4152,western,2747,3294,35,112351
outlet_code_4153,western,308,2426,36,129215
outlet_code_4154,western,350,3055,43,150161
outlet_code_4155,western,1556,2912,50,160597
